tag_a,tag_b,count
thighhighs,underwear,216481.0
simple_background,white_shirt,216381.0
large_breasts,original,216342.0
fate/grand_order,fate_(series),216333.0
hair_ornament,navel,216291.0
bare_shoulders,navel,216144.0
bow,touhou,215806.0
day,outdoors,215625.0
breasts,solo_focus,215473.0
animal_ears,hair_between_eyes,215388.0
:d,blush,215383.0
braid,smile,215314.0
open_mouth,pink_hair,215197.0
short_hair,thighhighs,215099.0
ribbon,short_hair,215083.0
blonde_hair,white_background,215040.0
black_hair,hair_ornament,215019.0
open_mouth,underwear,214969.0
blonde_hair,red_eyes,214869.0
alternate_costume,looking_at_viewer,214749.0
simple_background,very_long_hair,214683.0
blush,short_sleeves,214671.0
blush,lying,214622.0
gloves,hair_ornament,214597.0
bow,white_background,214276.0
long_sleeves,red_eyes,214271.0
simple_background,thighhighs,214099.0
gloves,hair_between_eyes,213836.0
ribbon,simple_background,213812.0
long_sleeves,standing,213665.0
dress,jewelry,213636.0
lying,solo,213605.0
1girl,fate_(series),213507.0
hair_ornament,thighhighs,213306.0
1girl,hairclip,213246.0
holding,holding_weapon,213194.0
holding_weapon,weapon,213194.0
bare_shoulders,gloves,212854.0
closed_mouth,hair_ornament,212851.0
boots,solo,212689.0
open_mouth,touhou,212529.0
black_hair,gloves,212514.0
black_hair,original,212507.0
long_hair,teeth,212451.0
outdoors,sky,212406.0
closed_mouth,skirt,212280.0
hand_up,solo,212254.0
black_gloves,breasts,212238.0
shirt,sitting,212225.0
looking_at_viewer,virtual_youtuber,212213.0
1girl,food,212059.0
1girl,puffy_sleeves,211794.0
navel,thighhighs,211646.0
smile,white_hair,211383.0
jacket,open_clothes,211014.0
breasts,red_hair,210984.0
closed_mouth,large_breasts,210922.0
animal_ears,blue_eyes,210659.0
animal_ears,brown_hair,210290.0
full_body,white_background,210265.0
grey_hair,smile,209789.0
brown_hair,white_background,209578.0
medium_breasts,navel,209552.0
solo,wings,209432.0
dress,hat,209338.0
cowboy_shot,smile,209320.0
hetero,sex,209291.0
animal_ears,multiple_girls,209189.0
fingerless_gloves,gloves,209069.0
1girl,day,208954.0
blue_hair,short_hair,208904.0
hair_ribbon,smile,208816.0
jewelry,short_hair,208573.0
hair_bow,looking_at_viewer,208438.0
skirt,standing,208435.0
navel,white_background,208426.0
official_alternate_costume,solo,208354.0
2girls,blonde_hair,208349.0
red_hair,solo,208230.0
looking_at_viewer,ponytail,208114.0
bare_shoulders,blue_eyes,208050.0
black_gloves,looking_at_viewer,207989.0
blue_eyes,hat,207968.0
hair_between_eyes,very_long_hair,207884.0
dress,large_breasts,207695.0
holding,standing,207478.0
choker,looking_at_viewer,207308.0
long_sleeves,very_long_hair,207105.0
long_hair,official_alternate_costume,207039.0
jacket,simple_background,206776.0
gloves,hat,206764.0
multicolored_hair,two-tone_hair,206757.0
blush,white_hair,206572.0
short_hair,white_shirt,206566.0
1girl,midriff,206501.0
1boy,black_hair,206450.0
jewelry,simple_background,206445.0
cloud,sky,206382.0
breasts,virtual_youtuber,206348.0
boots,long_hair,206283.0
blonde_hair,holding,206260.0
ahoge,open_mouth,206101.0
black_hair,multicolored_hair,206038.0
short_hair,standing,206031.0
blue_eyes,ribbon,205906.0
1boy,shirt,205640.0
large_breasts,long_sleeves,205573.0
blush,pussy,205472.0
blue_eyes,jewelry,205447.0
bow,hair_ornament,205411.0
standing,white_background,205326.0
solo,teeth,205308.0
alternate_costume,breasts,205148.0
blonde_hair,ribbon,205142.0
blue_eyes,very_long_hair,205039.0
1girl,elbow_gloves,204864.0
bare_shoulders,hair_between_eyes,204792.0
school_uniform,smile,204769.0
animal_ears,bow,204711.0
collarbone,simple_background,204311.0
hair_ornament,ribbon,204013.0
bare_shoulders,white_background,203725.0
breasts,teeth,203451.0
collared_shirt,solo,203301.0
gloves,long_sleeves,203282.0
red_eyes,white_background,203115.0
animal_ears,hair_ornament,203013.0
original,short_hair,202944.0
jacket,short_hair,202894.0
blonde_hair,thighhighs,202622.0
breasts,tongue,202612.0
blue_eyes,medium_breasts,202347.0
heart,open_mouth,202254.0
short_hair,sitting,202145.0
purple_hair,smile,202034.0
1girl,sex,202000.0
multicolored_hair,open_mouth,201845.0
black_thighhighs,long_hair,201797.0
barefoot,solo,201550.0
pleated_skirt,school_uniform,201457.0
holding,multiple_girls,201320.0
skirt,underwear,201068.0
1girl,japanese_clothes,201048.0
long_hair,one_eye_closed,201040.0
medium_breasts,short_hair,200711.0
cleavage,swimsuit,200706.0
looking_at_viewer,sleeveless,200642.0
1girl,green_hair,200525.0
closed_mouth,dress,200456.0
shirt,very_long_hair,200328.0
smile,thighs,200294.0
dress,red_eyes,200010.0
:d,breasts,199939.0
hair_ornament,twintails,199891.0
smile,underwear,199815.0
bikini,large_breasts,199617.0
original,simple_background,199609.0
gloves,multiple_girls,199478.0
breasts,frills,199444.0
brown_hair,holding,199440.0
sitting,skirt,199406.0
1girl,belt,199354.0
sword,weapon,199350.0
long_hair,shorts,199259.0
smile,teeth,199176.0
hair_between_eyes,red_eyes,199092.0
animal_ears,rabbit_ears,198998.0
2girls,looking_at_viewer,198992.0
open_mouth,sweat,198892.0
bare_shoulders,very_long_hair,198876.0
breasts,touhou,198628.0
breasts,detached_sleeves,198628.0
hetero,solo_focus,198540.0
original,shirt,198521.0
blush,full_body,198319.0
black_thighhighs,breasts,198271.0
jewelry,shirt,198264.0
breasts,official_alternate_costume,198264.0
hetero,open_mouth,198255.0
black_hair,closed_mouth,198030.0
cleavage,white_background,198013.0
1boy,solo_focus,197793.0
long_hair,necktie,197706.0
black_hair,navel,197469.0
animal_ears,red_eyes,197458.0
2girls,blue_eyes,197358.0
breasts,hairband,197306.0
thighhighs,white_thighhighs,197211.0
bikini,smile,197156.0
holding,large_breasts,196982.0
shoes,solo,196954.0
collared_shirt,long_hair,196837.0
2girls,shirt,196741.0
1girl,spread_legs,196469.0
1boy,male_focus,196443.0
1girl,armpits,196326.0
artist_name,solo,196222.0
hat,simple_background,196220.0
breasts,indoors,196189.0
blonde_hair,navel,196058.0
jewelry,necklace,195974.0
long_hair,sky,195879.0
1girl,white_gloves,195748.0
hair_ornament,very_long_hair,195675.0
1girl,looking_back,195613.0
white_background,white_shirt,195600.0
skirt,very_long_hair,195570.0
dress,very_long_hair,195419.0
panties,thighhighs,195332.0
multiple_girls,ribbon,195267.0
horns,looking_at_viewer,194879.0
shirt,upper_body,194565.0
hair_ornament,jewelry,194561.0
open_mouth,swimsuit,194441.0
pointy_ears,solo,194245.0
animal_ears,gloves,194064.0
1boy,large_breasts,194006.0
blush,solo_focus,193939.0
blush,frills,193850.0
one_eye_closed,smile,193760.0
medium_breasts,simple_background,193756.0
open_mouth,short_sleeves,193706.0
hand_up,looking_at_viewer,193551.0
blue_archive,long_hair,193346.0
necktie,shirt,193283.0
blush,hair_bow,193152.0
jacket,open_jacket,192932.0
open_clothes,open_jacket,192932.0
blonde_hair,green_eyes,192905.0
very_long_hair,white_background,192832.0
blue_hair,multiple_girls,192761.0
cleavage,gloves,192693.0
1girl,fang,192663.0
hair_bow,smile,192284.0
blush,pleated_skirt,192250.0
gloves,jewelry,192145.0
halo,long_hair,192140.0
frills,smile,192132.0
breasts,sleeveless,192075.0
bow,brown_hair,191538.0
hair_between_eyes,navel,191536.0
indoors,long_hair,191115.0
breasts,huge_breasts,191099.0
animal_ears,black_hair,191027.0
black_jacket,jacket,191008.0
brown_hair,original,191005.0
multiple_girls,yuri,190971.0
1girl,bowtie,190654.0
blush,open_clothes,190589.0
skirt,twintails,190497.0
blush,ponytail,190168.0
2girls,brown_hair,189823.0
collarbone,hair_between_eyes,189820.0
cleavage,jewelry,189598.0
bra,underwear,189330.0
solo,sweat,189323.0
barefoot,long_hair,189101.0
nipples,smile,189014.0
breasts,short_sleeves,188916.0
brown_hair,navel,188791.0
looking_at_viewer,teeth,188756.0
censored,pussy,188707.0
outdoors,smile,188440.0
animal_ear_fluff,animal_ears,188257.0
open_mouth,yellow_eyes,188237.0
animal_ears,thighhighs,188152.0
holding,red_eyes,188102.0
open_mouth,sidelocks,187995.0
hat,red_eyes,187852.0
shirt,touhou,187814.0
large_breasts,purple_eyes,187803.0
1girl,monochrome,187800.0
ponytail,smile,187741.0
solo,stomach,187669.0
bow,holding,187618.0
full_body,standing,187601.0
cowboy_shot,simple_background,187487.0
1girl,signature,187465.0
hair_ornament,red_eyes,187373.0
dress,thighhighs,187320.0
dress,hair_between_eyes,187194.0
grin,smile,186918.0
1girl,off_shoulder,186825.0
green_eyes,short_hair,186715.0
gloves,red_eyes,186526.0
bare_shoulders,short_hair,186520.0
1girl,hololive,186366.0
hairband,looking_at_viewer,186360.0
looking_at_viewer,official_alternate_costume,186227.0
large_breasts,sitting,186121.0
midriff,navel,186071.0
armpits,breasts,186013.0
skirt,touhou,185923.0
simple_background,tail,185860.0
breasts,sex,185846.0
bow,red_eyes,185792.0
hat,holding,185643.0
blush,pantyhose,185528.0
earrings,smile,185382.0
bare_shoulders,jewelry,185315.0
1girl,on_back,185197.0
1girl,blunt_bangs,185153.0
closed_mouth,gloves,184985.0
open_mouth,school_uniform,184795.0
2girls,skirt,184785.0
2girls,black_hair,184722.0
bare_shoulders,thighhighs,184493.0
closed_mouth,standing,184391.0
black_pantyhose,pantyhose,184210.0
cleavage,thighhighs,184193.0
1girl,nail_polish,184118.0
holding,jacket,184102.0
animal_ears,bare_shoulders,184051.0
multiple_girls,twintails,184047.0
thighhighs,very_long_hair,183996.0
1boy,sex,183995.0
cleavage,dress,183943.0
long_sleeves,sitting,183917.0
bow,hair_between_eyes,183856.0
navel,original,183850.0
black_hair,hair_between_eyes,183728.0
looking_at_viewer,lying,183712.0
bow,hat,183639.0
red_eyes,ribbon,183483.0
black_hair,dress,183377.0
short_sleeves,skirt,183371.0
censored,mosaic_censoring,183362.0
cleavage,hair_between_eyes,183315.0
breasts,pointy_ears,183314.0
shirt,thighhighs,183269.0
nipples,short_hair,183184.0
blush,flower,183110.0
upper_body,white_background,183021.0
blonde_hair,hair_between_eyes,182944.0
1girl,white_dress,182844.0
navel,panties,182825.0
fang,open_mouth,182772.0
blue_eyes,original,182740.0
puffy_sleeves,solo,182729.0
1girl,grey_background,182705.0
medium_hair,solo,182588.0
ribbon,white_background,182527.0
long_hair,penis,182385.0
black_skirt,long_hair,182356.0
long_hair,shoes,182067.0
japanese_clothes,kimono,181963.0
full_body,open_mouth,181872.0
food,long_hair,181843.0
thighhighs,white_background,181673.0
1girl,hair_flower,181415.0
cleavage,short_hair,181283.0
hair_between_eyes,white_shirt,180730.0
1girl,miniskirt,180730.0
1girl,tongue_out,180614.0
breasts,kantai_collection,180493.0
long_hair,pussy,180417.0
day,solo,180367.0
animal_ears,cleavage,180321.0
hand_up,long_hair,180276.0
black_skirt,solo,180145.0
animal_ears,skirt,180060.0
looking_at_viewer,red_hair,180030.0
blush,parted_lips,179989.0
long_sleeves,thighhighs,179885.0
hair_between_eyes,sidelocks,179653.0
navel,shirt,179444.0
hair_ribbon,open_mouth,179421.0
detached_sleeves,looking_at_viewer,179332.0
long_hair,tongue,179257.0
jacket,white_background,179239.0
full_body,skirt,179210.0
bow,red_bow,179204.0
red_eyes,thighhighs,179203.0
short_hair,tail,179110.0
large_breasts,panties,179085.0
looking_at_viewer,weapon,179028.0
1girl,cum,178974.0
brown_hair,hair_between_eyes,178869.0
blonde_hair,jewelry,178835.0
open_mouth,panties,178677.0
black_skirt,shirt,178658.0
bikini,cleavage,178519.0
blonde_hair,cleavage,178357.0
breasts,weapon,178338.0
breasts,shorts,178313.0
collared_shirt,looking_at_viewer,178214.0
grey_hair,open_mouth,178133.0
breasts,elbow_gloves,178057.0
censored,open_mouth,178029.0
breasts,spread_legs,177825.0
holding,jewelry,177777.0
closed_mouth,white_shirt,177752.0
navel,nude,177095.0
holding,white_shirt,176939.0
blue_eyes,sitting,176893.0
midriff,solo,176746.0
navel,very_long_hair,176704.0
brown_hair,closed_mouth,176669.0
multiple_girls,touhou,176572.0
looking_at_viewer,shorts,176531.0
bare_shoulders,closed_mouth,176406.0
bow,closed_mouth,176147.0
hetero,large_breasts,176143.0
barefoot,breasts,176120.0
indoors,solo,176036.0
hair_ornament,medium_breasts,176030.0
pleated_skirt,smile,175732.0
long_sleeves,school_uniform,175702.0
shirt,underwear,175655.0
breasts,hair_bow,175637.0
blue_eyes,jacket,175577.0
blush,virtual_youtuber,175372.0
blush,hairband,175154.0
blonde_hair,touhou,175142.0
navel,thighs,175126.0
cleavage,very_long_hair,175101.0
collarbone,white_background,174983.0
breasts,fate_(series),174899.0
1girl,mole,174856.0
bow,large_breasts,174820.0
1girl,black_footwear,174808.0
looking_at_viewer,stomach,174673.0
blonde_hair,closed_mouth,174568.0
long_sleeves,open_clothes,174122.0
brown_eyes,shirt,174020.0
navel,red_eyes,173917.0
blonde_hair,yellow_eyes,173914.0
large_breasts,ribbon,173660.0
fate_(series),long_hair,173658.0
blue_eyes,white_shirt,173650.0
school_uniform,short_hair,173607.0
gloves,very_long_hair,173564.0
brown_hair,gloves,173521.0
elbow_gloves,long_hair,173511.0
multiple_girls,simple_background,173482.0
underwear,white_panties,173369.0
panties,white_panties,173369.0
long_sleeves,pleated_skirt,173282.0
animal_ears,navel,173242.0
bow,thighhighs,173156.0
shirt,sleeveless,173140.0
collarbone,short_hair,173129.0
black_thighhighs,looking_at_viewer,173129.0
socks,solo,173068.0
full_body,long_sleeves,173045.0
food,solo,173019.0
black_hair,jewelry,173019.0
braid,open_mouth,172999.0
brown_hair,dress,172858.0
gloves,navel,172817.0
bow,white_shirt,172808.0
blue_eyes,standing,172769.0
blue_eyes,collarbone,172647.0
looking_at_viewer,sweat,172629.0
hair_between_eyes,jacket,172624.0
breasts,one_eye_closed,172590.0
original,skirt,172375.0
completely_nude,nude,172247.0
necktie,solo,172105.0
1girl,cat_ears,172020.0
holding,very_long_hair,171644.0
green_hair,long_hair,171605.0
blue_eyes,twintails,171575.0
panties,skirt,171381.0
halo,solo,171321.0
collarbone,hair_ornament,171306.0
closed_eyes,short_hair,171298.0
bow,very_long_hair,171202.0
brown_eyes,skirt,171080.0
simple_background,twintails,171068.0
one_eye_closed,solo,171028.0
shirt,twintails,170997.0
fate_(series),solo,170974.0
black_hair,thighhighs,170840.0
medium_breasts,shirt,170744.0
animal_ears,holding,170740.0
jewelry,long_sleeves,170463.0
breasts,sky,170412.0
pantyhose,smile,170408.0
penis,sex,170376.0
open_mouth,small_breasts,170374.0
blue_archive,solo,170374.0
2girls,yuri,170279.0
multiple_girls,thighhighs,170267.0
full_body,holding,170089.0
bow,frills,169697.0
1boy,blue_eyes,169692.0
closed_mouth,red_eyes,169629.0
belt,solo,169627.0
blunt_bangs,long_hair,169565.0
animal_ears,blonde_hair,169474.0
day,sky,169450.0
open_mouth,white_hair,169327.0
open_mouth,purple_hair,169304.0
1girl,leotard,169300.0
black_hair,jacket,169284.0
artist_name,long_hair,169117.0
bare_shoulders,medium_breasts,169013.0
blue_sky,sky,168972.0
1girl,black_dress,168832.0
jewelry,white_background,168787.0
cowboy_shot,standing,168662.0
open_mouth,upper_body,168575.0
short_hair,underwear,168361.0
bare_shoulders,blonde_hair,168360.0
1girl,fate/grand_order,168336.0
day,long_hair,168326.0
japanese_clothes,solo,168128.0
1girl,glasses,168125.0
nude,solo,168092.0
hairclip,solo,168087.0
blush,indoors,168062.0
red_eyes,very_long_hair,167963.0
hairclip,long_hair,167875.0
jacket,white_shirt,167854.0
looking_at_viewer,medium_hair,167829.0
long_hair,white_dress,167764.0
signature,solo,167672.0
1girl,white_thighhighs,167650.0
brown_hair,hat,167555.0
gloves,jacket,167498.0
hair_between_eyes,multiple_girls,167463.0
ass,large_breasts,167452.0
1girl,pink_eyes,167440.0
1girl,pants,167370.0
multicolored_hair,shirt,167342.0
1girl,twitter_username,167232.0
3girls,multiple_girls,167209.0
blush,kantai_collection,167162.0
long_hair,stomach,167155.0
red_hair,smile,166995.0
jewelry,navel,166919.0
long_hair,white_gloves,166799.0
hair_ornament,purple_eyes,166794.0
long_hair,solo_focus,166767.0
black_shirt,shirt,166731.0
long_hair,wings,166661.0
1girl,from_behind,166635.0
ribbon,twintails,166606.0
short_hair,short_sleeves,166512.0
nipples,sex,166275.0
medium_breasts,white_background,166267.0
breasts,closed_eyes,166224.0
closed_mouth,very_long_hair,166181.0
1girl,blurry,166079.0
blush,teeth,165935.0
hat,ribbon,165892.0
bare_shoulders,red_eyes,165818.0
brown_eyes,multiple_girls,165814.0
1boy,blonde_hair,165806.0
long_hair,socks,165667.0
1girl,huge_breasts,165650.0
breasts,midriff,165597.0
looking_at_viewer,sky,165547.0
navel,standing,165481.0
animal_ears,closed_mouth,165342.0
blush,tongue,165289.0
hetero,nude,165282.0
small_breasts,smile,165022.0
multiple_girls,pink_hair,164912.0
closed_mouth,multiple_girls,164825.0
black_hair,cleavage,164722.0
breasts,leotard,164714.0
large_breasts,tail,164655.0
multicolored_hair,simple_background,164418.0
elbow_gloves,solo,164359.0
blue_hair,shirt,164208.0
multiple_girls,purple_eyes,164124.0
1girl,streaked_hair,164033.0
1girl,cloud,163986.0
pantyhose,skirt,163885.0
ribbon,thighhighs,163732.0
hair_between_eyes,jewelry,163701.0
long_sleeves,original,163614.0
black_hair,white_shirt,163547.0
1girl,serafuku,163526.0
2girls,long_sleeves,163461.0
1girl,clothes_lift,163409.0
closed_mouth,collarbone,163340.0
shirt,sidelocks,163283.0
censored,nude,163277.0
full_body,shirt,163180.0
armpits,solo,163068.0
blue_hair,hair_ornament,163021.0
nude,open_mouth,162991.0
artist_name,breasts,162836.0
looking_at_viewer,one_eye_closed,162833.0
dress,frills,162821.0
brown_hair,thighhighs,162799.0
hat,white_background,162791.0
open_mouth,thighs,162791.0
smile,virtual_youtuber,162666.0
hair_ornament,sitting,162625.0
large_breasts,standing,162561.0
sidelocks,simple_background,162546.0
cleavage,red_eyes,162542.0
collarbone,shirt,162251.0
indoors,looking_at_viewer,162223.0
grey_background,solo,162208.0
japanese_clothes,long_hair,162102.0
breasts,school_uniform,162081.0
multiple_girls,school_uniform,162045.0
1girl,dark_skin,161827.0
green_eyes,multiple_girls,161760.0
1girl,bra,161682.0
ass,open_mouth,161644.0
sleeveless,smile,161516.0
original,thighhighs,161516.0
1boy,nude,161489.0
closed_mouth,jacket,161464.0
hair_between_eyes,thighhighs,161455.0
hair_bow,open_mouth,161415.0
skirt,socks,161339.0
breasts,on_back,161322.0
ribbon,touhou,161276.0
blush,outdoors,161065.0
1girl,idolmaster,160903.0
blush,earrings,160853.0
simple_background,sitting,160793.0
holding,ribbon,160666.0
collared_shirt,skirt,160644.0
hair_between_eyes,ribbon,160502.0
bra,breasts,160498.0
brown_hair,medium_breasts,160463.0
alternate_costume,blush,160386.0
panties,smile,160331.0
long_sleeves,upper_body,160316.0
1girl,sailor_collar,160315.0
1girl,mosaic_censoring,160305.0
dark-skinned_female,dark_skin,160161.0
brown_hair,red_eyes,160053.0
bare_shoulders,holding,160032.0
holding,thighhighs,159952.0
bracelet,jewelry,159920.0
sitting,thighhighs,159908.0
breasts,pleated_skirt,159816.0
breasts,tongue_out,159816.0
green_hair,solo,159765.0
1girl,wide_sleeves,159742.0
looking_back,solo,159574.0
black_hair,sitting,159459.0
breasts,cum,159369.0
grey_hair,short_hair,159367.0
collared_shirt,long_sleeves,159360.0
large_breasts,sweat,159104.0
kantai_collection,looking_at_viewer,159010.0
twintails,very_long_hair,158988.0
1girl,vaginal,158896.0
looking_at_viewer,pointy_ears,158868.0
1boy,gloves,158858.0
black_hair,brown_eyes,158778.0
breasts,day,158726.0
